,kepid,digits,KeplerName,Disposition
2866,6021275,K00284.02,Kepler-132 c,CANDIDATE
2867,10350571,K01175.03,,FALSE POSITIVE
2868,3230805,K03068.01,,CANDIDATE
2869,4676964,K03069.01,,CANDIDATE
2870,10488450,K00290.01,,FALSE POSITIVE
2871,10933561,K00291.01,Kepler-133 c,CANDIDATE
2872,10933561,K00291.02,Kepler-133 b,CANDIDATE
2873,8845026,K00044.01,,FALSE POSITIVE
2874,11075737,K00292.01,Kepler-97 b,CANDIDATE
2875,11189127,K00347.01,,CANDIDATE
2876,11194032,K00348.01,Kepler-533 b,CANDIDATE
2877,11394027,K00349.01,,CANDIDATE
2878,7609553,K02924.02,,CANDIDATE
2879,11395587,K00350.01,,CANDIDATE
2880,11442793,K00351.01,Kepler-90 h,FALSE POSITIVE
2881,5520547,K02990.01,Kepler-1401 b,CANDIDATE
2882,4848424,K02991.01,,FALSE POSITIVE
2883,8866102,K00042.01,Kepler-410 A b,CANDIDATE
2884,4143755,K00281.01,Kepler-510 b,CANDIDATE
2885,8509442,K02992.01,,CANDIDATE
2886,11244137,K02994.01,Kepler-1402 b,CANDIDATE
2887,6072593,K03070.01,,FALSE POSITIVE
2888,5865654,K03071.01,Kepler-1423 b,CANDIDATE
2889,3219643,K03072.01,,FALSE POSITIVE
2890,8546542,K03073.01,,CANDIDATE
2891,8197560,K03074.01,,FALSE POSITIVE
2892,11200415,K00293.01,,FALSE POSITIVE
2893,11259686,K00294.01,Kepler-512 b,CANDIDATE
2894,11547513,K00295.01,Kepler-134 b,CANDIDATE
2895,11547513,K00295.02,Kepler-134 c,CANDIDATE
2896,11802615,K00296.01,Kepler-513 b,CANDIDATE
2897,11442793,K00351.02,Kepler-90 g,CANDIDATE
2898,10122538,K02926.05,,CANDIDATE
2899,11442793,K00351.03,Kepler-90 d,CANDIDATE
2900,2445975,K00053.01,,FALSE POSITIVE
2901,11521793,K00352.01,Kepler-143 c,CANDIDATE
2902,11566064,K00353.01,,CANDIDATE
2903,11566064,K00353.02,,CANDIDATE
2904,6531496,K03646.02,,FALSE POSITIVE
2905,3848275,K02995.01,Kepler-1403 b,CANDIDATE
2906,12021625,K02996.01,Kepler-1404 b,CANDIDATE
2907,9777256,K02997.01,,FALSE POSITIVE
2908,4175630,K02998.01,Kepler-1405 b,CANDIDATE
2909,7433585,K02999.01,,FALSE POSITIVE
2910,6665223,K01232.02,,FALSE POSITIVE
2911,3328080,K03075.01,,CANDIDATE
2912,8430964,K03078.01,,CANDIDATE
2913,3654719,K03081.01,,FALSE POSITIVE
2914,6021275,K00284.03,Kepler-132 b,CANDIDATE
2915,10619142,K03082.01,,FALSE POSITIVE
2916,12256520,K02264.02,,CANDIDATE
2917,11905011,K00297.01,Kepler-514 b,CANDIDATE
2918,12785320,K00298.01,Kepler-515 b,CANDIDATE
2919,12785320,K00298.02,,CANDIDATE
2920,2692377,K00299.01,Kepler-98 b,CANDIDATE
2921,3742855,K00045.01,,FALSE POSITIVE
2922,3438975,K00300.01,,FALSE POSITIVE
2923,11568987,K00354.01,Kepler-534 b,CANDIDATE
2924,11568987,K00354.02,,CANDIDATE
2925,11621223,K00355.01,Kepler-535 b,CANDIDATE
2926,11624249,K00356.01,Kepler-536 b,CANDIDATE
2927,12017140,K00358.01,,FALSE POSITIVE
2928,10000941,K04146.02,,CANDIDATE
2929,5702939,K03000.01,,FALSE POSITIVE
2930,3852655,K03002.01,Kepler-1406 b,CANDIDATE
2931,11255231,K03003.01,,FALSE POSITIVE
2932,5088536,K00282.01,Kepler-130 c,CANDIDATE
2933,6103377,K03004.01,Kepler-1407 b,CANDIDATE
2934,6677841,K01236.04,,CANDIDATE
2935,7106173,K03083.01,,CANDIDATE
2936,7106173,K03083.02,,CANDIDATE
2937,7106173,K03083.03,,CANDIDATE
2938,3324986,K03084.01,,FALSE POSITIVE
2939,8037145,K00520.03,Kepler-176 d,CANDIDATE
2940,8162789,K00521.01,,CANDIDATE
2941,8265218,K00522.01,,CANDIDATE
2942,8806123,K00523.01,Kepler-177 c,CANDIDATE
2943,8806123,K00523.02,Kepler-177 b,CANDIDATE
2944,10098844,K02964.02,,FALSE POSITIVE
2945,8355239,K00574.02,Kepler-189 b,CANDIDATE
2946,9210823,K00090.01,,FALSE POSITIVE
2947,8367113,K00575.01,Kepler-606 b,CANDIDATE
2948,8474898,K00576.01,,FALSE POSITIVE
2949,8558011,K00577.01,,CANDIDATE
2950,9115800,K00421.01,Kepler-548 b,CANDIDATE
2951,9214713,K00422.01,,FALSE POSITIVE
2952,9478990,K00423.01,Kepler-39 b,CANDIDATE
2953,9597411,K00424.01,,FALSE POSITIVE
2954,6850504,K00070.04,Kepler-20 e,CANDIDATE
2955,8609450,K01278.05,,FALSE POSITIVE
2956,10934674,K00477.01,Kepler-567 b,CANDIDATE
2957,10990886,K00478.01,Kepler-568 b,CANDIDATE
2958,11015323,K00479.01,Kepler-569 b,CANDIDATE
2959,11134879,K00480.01,Kepler-570 b,CANDIDATE
2960,11192998,K00481.01,Kepler-166 b,CANDIDATE
2961,9334893,K02298.03,,CANDIDATE
2962,8934495,K00524.01,,CANDIDATE
2963,9119458,K00525.01,,FALSE POSITIVE
2964,5866724,K00085.01,Kepler-65 c,CANDIDATE
2965,9157634,K00526.01,Kepler-586 b,CANDIDATE
2966,9636569,K00527.01,,FALSE POSITIVE
2967,12406807,K03091.02,,CANDIDATE
2968,8565266,K00578.01,Kepler-608 b,CANDIDATE
2969,8616637,K00579.01,Kepler-190 b,CANDIDATE
2970,8616637,K00579.02,Kepler-190 c,CANDIDATE
2971,8625925,K00580.01,Kepler-609 b,CANDIDATE
2972,8822216,K00581.01,Kepler-610 b,CANDIDATE
2973,4548011,K04288.04,,CANDIDATE
2974,9967884,K00425.01,,FALSE POSITIVE
2975,10016874,K00426.01,,CANDIDATE
2976,10189546,K00427.01,,CANDIDATE
2977,10189546,K00427.02,Kepler-549 b,CANDIDATE
2978,10189546,K00427.03,Kepler-549 c,CANDIDATE
2979,10748393,K01289.02,,FALSE POSITIVE
2980,11192998,K00481.02,Kepler-166 d,CANDIDATE
2981,11192998,K00481.03,Kepler-166 c,CANDIDATE
2982,8823868,K00081.01,,FALSE POSITIVE
2983,11255761,K00482.01,,FALSE POSITIVE
2984,11497977,K00483.01,Kepler-571 b,CANDIDATE
2985,9941859,K00528.01,Kepler-178 b,CANDIDATE
2986,9941859,K00528.02,Kepler-178 d,CANDIDATE
2987,9941859,K00528.03,Kepler-178 c,CANDIDATE
2988,10068030,K00529.01,,FALSE POSITIVE
2989,10266615,K00530.01,Kepler-587 b,CANDIDATE
2990,6444896,K03138.02,,FALSE POSITIVE
2991,10395543,K00531.01,,CANDIDATE
2992,8822216,K00581.02,Kepler-610 c,CANDIDATE
2993,9020160,K00582.01,Kepler-191 d,CANDIDATE
2994,7941200,K00092.01,,CANDIDATE
2995,9020160,K00582.02,Kepler-191 c,CANDIDATE
2996,9020160,K00582.03,Kepler-191 b,CANDIDATE
2997,10418224,K00428.01,Kepler-40 b,CANDIDATE
2998,10616679,K00429.01,Kepler-550 b,CANDIDATE
2999,10717241,K00430.01,Kepler-551 b,CANDIDATE
3000,10717241,K00430.02,,CANDIDATE
3001,7303287,K01353.03,,CANDIDATE
3002,10843590,K00431.01,Kepler-153 b,CANDIDATE
3003,6850504,K00070.05,Kepler-20 f,CANDIDATE
3004,12061222,K00484.01,Kepler-572 b,CANDIDATE
3005,12316431,K00485.01,,FALSE POSITIVE
3006,12404305,K00486.01,Kepler-573 b,CANDIDATE
3007,10212441,K02342.02,,FALSE POSITIVE
3008,12834874,K00487.01,Kepler-574 b,CANDIDATE
3009,2557816,K00488.01,Kepler-575 b,CANDIDATE
3010,10454313,K00532.01,Kepler-588 b,CANDIDATE
3011,10513530,K00533.01,Kepler-589 b,CANDIDATE
3012,5866724,K00085.02,Kepler-65 b,CANDIDATE
3013,8121310,K00317.02,,CANDIDATE
3014,10513530,K00533.02,,CANDIDATE
3015,10554999,K00534.01,Kepler-179 c,CANDIDATE
3016,9076513,K00583.01,Kepler-611 b,CANDIDATE
3017,9146018,K00584.01,Kepler-192 b,CANDIDATE
3018,9146018,K00584.02,Kepler-192 c,CANDIDATE
3019,11615258,K05922.01,,FALSE POSITIVE
3020,9146018,K00584.03,Kepler-192 d,CANDIDATE
3021,9279669,K00585.01,Kepler-612 b,CANDIDATE
3022,10843590,K00431.02,Kepler-153 c,CANDIDATE
3023,10858832,K00432.01,Kepler-552 b,CANDIDATE
3024,10937029,K00433.01,Kepler-553 b,CANDIDATE
3025,11599038,K01437.02,,FALSE POSITIVE
3026,10937029,K00433.02,Kepler-553 c,CANDIDATE
3027,11656302,K00434.01,,FALSE POSITIVE
3028,2576197,K00489.01,,FALSE POSITIVE
3029,2576197,K00489.02,,FALSE POSITIVE
3030,3239945,K00490.01,Kepler-167 b,CANDIDATE
3031,10387742,K02583.02,,FALSE POSITIVE
3032,10187017,K00082.01,Kepler-102 e,CANDIDATE
3033,3239945,K00490.02,Kepler-167 e,FALSE POSITIVE
3034,10554999,K00534.02,Kepler-179 b,CANDIDATE
3035,10873260,K00535.01,Kepler-590 b,CANDIDATE
3036,10965008,K00536.01,Kepler-591 b,CANDIDATE
3037,11073351,K00537.01,Kepler-592 b,CANDIDATE
3038,11090765,K00538.01,Kepler-593 b,CANDIDATE
3039,11246364,K00539.01,,FALSE POSITIVE
3040,9570741,K00586.01,Kepler-613 b,CANDIDATE
3041,9607164,K00587.01,Kepler-614 b,CANDIDATE
3042,9631762,K00588.01,Kepler-615 b,CANDIDATE
3043,6462863,K00094.01,Kepler-89 d,CANDIDATE
3044,9782691,K00590.01,Kepler-193 b,CANDIDATE
3045,11709124,K00435.01,Kepler-154 d,CANDIDATE
3046,11709124,K00435.02,,CANDIDATE
3047,11805075,K00436.01,,CANDIDATE
3048,11599038,K01437.03,,FALSE POSITIVE
3049,11824222,K00437.01,,FALSE POSITIVE
3050,12302530,K00438.01,Kepler-155 b,CANDIDATE
3051,11904151,K00072.01,Kepler-10 b,FALSE POSITIVE
3052,3239945,K00490.03,Kepler-167 c,CANDIDATE
3053,3239945,K00490.04,Kepler-167 d,CANDIDATE
3054,3541800,K00491.01,,FALSE POSITIVE
3055,3559935,K00492.01,Kepler-576 b,CANDIDATE
3056,3834360,K00493.01,,FALSE POSITIVE
3057,3966801,K00494.01,Kepler-577 b,CANDIDATE
3058,11521048,K00540.01,,FALSE POSITIVE
3059,11656721,K00541.01,Kepler-594 b,CANDIDATE
3060,11853905,K00007.01,Kepler-4 b,CANDIDATE
3061,5866724,K00085.03,Kepler-65 d,CANDIDATE
3062,11669239,K00542.01,Kepler-180 c,CANDIDATE
3063,11669239,K00542.02,Kepler-180 b,CANDIDATE
3064,10600261,K00597.03,Kepler-194 d,CANDIDATE
3065,10656823,K00598.01,Kepler-195 b,CANDIDATE
3066,8435232,K03833.01,,FALSE POSITIVE
3067,10656823,K00598.02,Kepler-195 c,CANDIDATE
3068,10676824,K00599.01,,CANDIDATE
3069,10718726,K00600.01,Kepler-618 b,CANDIDATE
3070,12302530,K00438.02,Kepler-155 c,CANDIDATE
3071,12470954,K00439.01,Kepler-554 b,CANDIDATE
3072,6268648,K01613.03,,CANDIDATE
3073,2438264,K00440.01,Kepler-156 c,CANDIDATE
3074,2438264,K00440.02,Kepler-156 b,CANDIDATE
3075,3340312,K00441.01,,FALSE POSITIVE
3076,4049108,K00495.01,,FALSE POSITIVE
3077,4454752,K00496.01,Kepler-578 b,CANDIDATE
3078,8212002,K02593.02,,CANDIDATE
3079,4757437,K00497.01,Kepler-168 c,CANDIDATE
3080,10187017,K00082.02,Kepler-102 d,CANDIDATE
3081,4757437,K00497.02,Kepler-168 b,CANDIDATE
3082,11823054,K00543.01,Kepler-181 c,CANDIDATE
3083,11823054,K00543.02,Kepler-181 b,CANDIDATE
3084,7017274,K03209.02,,CANDIDATE
3085,11913012,K00544.01,,FALSE POSITIVE
3086,11972666,K00545.01,,FALSE POSITIVE
3087,12058931,K00546.01,Kepler-182 c,CANDIDATE
3088,9782691,K00590.02,Kepler-193 c,CANDIDATE
3089,9886221,K00591.01,,FALSE POSITIVE
3090,12366084,K00787.03,,CANDIDATE
3091,9957627,K00592.01,,CANDIDATE
3092,9958962,K00593.01,Kepler-616 b,CANDIDATE
3093,9958962,K00593.02,Kepler-616 c,CANDIDATE
3094,3745690,K00442.01,Kepler-157 c,CANDIDATE
3095,3745690,K00442.02,Kepler-157 b,CANDIDATE
3096,9872283,K01815.02,,CANDIDATE
3097,3745690,K00442.03,Kepler-157 d,CANDIDATE
3098,3833007,K00443.01,Kepler-555 b,CANDIDATE
3099,3847138,K00444.01,Kepler-556 b,CANDIDATE
3100,4833135,K00498.01,,FALSE POSITIVE
3101,4847534,K00499.01,Kepler-579 b,CANDIDATE
3102,4852528,K00500.01,Kepler-80 b,CANDIDATE
3103,4852528,K00500.02,Kepler-80 c,CANDIDATE
3104,4852528,K00500.03,Kepler-80 d,CANDIDATE
3105,4852528,K00500.04,Kepler-80 e,CANDIDATE
3106,12058931,K00546.02,Kepler-182 b,CANDIDATE
3107,12116489,K00547.01,Kepler-595 b,CANDIDATE
3108,12600735,K00548.01,Kepler-596 b,CANDIDATE
3109,10593626,K00087.01,Kepler-22 b,CANDIDATE
3110,3437776,K00549.01,,FALSE POSITIVE
3111,9958962,K00593.03,,CANDIDATE
3112,10294465,K00595.01,,FALSE POSITIVE
3113,10388286,K00596.01,Kepler-617 b,CANDIDATE
3114,10600261,K00597.01,Kepler-194 c,CANDIDATE
3115,6462863,K00094.02,Kepler-89 c,CANDIDATE
3116,10600261,K00597.02,Kepler-194 b,CANDIDATE
3117,11904151,K00072.02,Kepler-10 c,CANDIDATE
3118,4384675,K00445.01,,FALSE POSITIVE
3119,4633570,K00446.01,Kepler-158 b,CANDIDATE
3120,4633570,K00446.02,Kepler-158 c,CANDIDATE
3121,5021176,K00447.01,,FALSE POSITIVE
3122,5640085,K00448.01,Kepler-159 b,CANDIDATE
3123,5640085,K00448.02,Kepler-159 c,FALSE POSITIVE
3124,4852528,K00500.05,Kepler-80 f,CANDIDATE
3125,4951877,K00501.01,,CANDIDATE
3126,5282051,K00502.01,,FALSE POSITIVE
3127,10187017,K00082.03,Kepler-102 f,CANDIDATE
3128,5340644,K00503.01,Kepler-580 b,CANDIDATE
3129,3437776,K00549.02,,FALSE POSITIVE
3130,4165473,K00550.01,Kepler-597 b,CANDIDATE
3131,4270253,K00551.01,Kepler-183 c,CANDIDATE
3132,5544450,K03226.02,,CANDIDATE
3133,4270253,K00551.02,Kepler-183 b,CANDIDATE
3134,5122112,K00552.01,,FALSE POSITIVE
3135,10973664,K00601.01,Kepler-619 b,CANDIDATE
3136,10973664,K00601.02,,CANDIDATE
3137,10973664,K00601.03,Kepler-619 c,CANDIDATE
3138,12459913,K00602.01,Kepler-620 b,CANDIDATE
3139,6462863,K00094.03,Kepler-89 e,CANDIDATE
3140,5779852,K00449.01,,FALSE POSITIVE
3141,6042214,K00450.01,,FALSE POSITIVE
3142,6200715,K00451.01,,FALSE POSITIVE
3143,6291033,K00452.01,Kepler-557 b,CANDIDATE
3144,6889235,K00074.01,,FALSE POSITIVE
3145,6758917,K00453.01,,FALSE POSITIVE
3146,5461440,K00504.01,Kepler-581 b,CANDIDATE
3147,5689351,K00505.01,Kepler-169 e,CANDIDATE
3148,6779260,K02678.02,,CANDIDATE
3149,5689351,K00505.02,Kepler-169 c,CANDIDATE
3150,5689351,K00505.03,Kepler-169 b,CANDIDATE
3151,5689351,K00505.04,Kepler-169 d,CANDIDATE
3152,5303551,K00553.01,,FALSE POSITIVE
3153,5443837,K00554.01,,CANDIDATE
3154,7692093,K03337.02,,FALSE POSITIVE
3155,5709725,K00555.01,Kepler-598 b,CANDIDATE
3156,5709725,K00555.02,,CANDIDATE
3157,7700871,K00088.01,,FALSE POSITIVE
3158,9946525,K00398.01,Kepler-148 d,CANDIDATE
3159,9946525,K00398.02,Kepler-148 c,CANDIDATE
3160,2716853,K01022.02,,FALSE POSITIVE
3161,9946525,K00398.03,Kepler-148 b,CANDIDATE
3162,7289157,K00399.01,,FALSE POSITIVE
3163,2695110,K00400.01,,FALSE POSITIVE
3164,7098355,K00454.01,Kepler-558 b,CANDIDATE
3165,7101828,K00455.01,,FALSE POSITIVE
3166,2832589,K01942.02,,CANDIDATE
3167,7269974,K00456.01,Kepler-160 c,CANDIDATE
3168,7269974,K00456.02,Kepler-160 b,CANDIDATE
3169,7440748,K00457.01,Kepler-161 b,CANDIDATE
3170,5689351,K00505.05,Kepler-169 f,CANDIDATE
3171,5780715,K00506.01,,CANDIDATE
3172,10793172,K02871.04,,CANDIDATE
3173,5812960,K00507.01,Kepler-582 b,CANDIDATE
3174,6266741,K00508.01,Kepler-170 b,CANDIDATE
3175,10187017,K00082.04,Kepler-102 c,CANDIDATE
3176,5738496,K00556.01,,FALSE POSITIVE
3177,5774349,K00557.01,Kepler-599 b,CANDIDATE
3178,10285631,K00331.02,,CANDIDATE
3179,5978361,K00558.01,,CANDIDATE
3180,6422367,K00559.01,,FALSE POSITIVE
3181,6501635,K00560.01,Kepler-600 b,CANDIDATE
3182,3217264,K00401.01,Kepler-149 b,CANDIDATE
3183,3217264,K00401.02,Kepler-149 d,CANDIDATE
3184,8554498,K00005.02,,CANDIDATE
3185,6850504,K00070.01,Kepler-20 c,CANDIDATE
3186,3217264,K00401.03,Kepler-149 c,CANDIDATE
3187,3342592,K00402.01,,FALSE POSITIVE
3188,7440748,K00457.02,Kepler-161 c,CANDIDATE
3189,7504328,K00458.01,,CANDIDATE
3190,8219268,K02133.02,,FALSE POSITIVE
3191,7977197,K00459.01,Kepler-162 c,CANDIDATE
3192,7977197,K00459.02,Kepler-162 b,CANDIDATE
3193,7199397,K00075.01,,CANDIDATE
3194,6266741,K00508.02,Kepler-170 c,CANDIDATE
3195,6381846,K00509.01,Kepler-171 b,CANDIDATE
3196,4367854,K02876.02,,FALSE POSITIVE
3197,6381846,K00509.02,Kepler-171 c,CANDIDATE
3198,6381846,K00509.03,Kepler-171 d,FALSE POSITIVE
3199,6422155,K00510.01,Kepler-172 b,CANDIDATE
3200,6665695,K00561.01,Kepler-601 b,CANDIDATE
3201,6707833,K00563.01,Kepler-602 b,CANDIDATE
3202,9785921,K03372.02,,FALSE POSITIVE
3203,6786037,K00564.01,Kepler-603 b,CANDIDATE
3204,6786037,K00564.02,Kepler-603 c,CANDIDATE
3205,6786037,K00564.03,Kepler-603 d,CANDIDATE
3206,4247092,K00403.01,,FALSE POSITIVE
3207,4949751,K00404.01,,FALSE POSITIVE
3208,10157458,K01083.02,,CANDIDATE
3209,5003117,K00405.01,,FALSE POSITIVE
3210,5035972,K00406.01,,FALSE POSITIVE
3211,5218441,K00407.01,,FALSE POSITIVE
3212,5351250,K00408.01,Kepler-150 c,CANDIDATE
3213,8043638,K00460.01,Kepler-559 b,CANDIDATE
3214,8261920,K02174.04,,CANDIDATE
3215,8621348,K00461.01,,FALSE POSITIVE
3216,8773869,K00462.01,,FALSE POSITIVE
3217,8845205,K00463.01,Kepler-560 b,CANDIDATE
3218,8890783,K00464.01,Kepler-561 b,CANDIDATE
3219,8890783,K00464.02,Kepler-561 c,CANDIDATE
3220,6716545,K02906.03,,CANDIDATE
3221,6422155,K00510.02,Kepler-172 c,CANDIDATE
3222,6422155,K00510.03,Kepler-172 d,CANDIDATE
3223,6422155,K00510.04,Kepler-172 e,CANDIDATE
3224,6451936,K00511.01,Kepler-173 c,CANDIDATE
3225,6451936,K00511.02,Kepler-173 b,CANDIDATE
3226,1723078,K07624.01,,CANDIDATE
3227,8056665,K00089.01,Kepler-462 b,CANDIDATE
3228,7025846,K00565.01,,FALSE POSITIVE
3229,7119481,K00566.01,Kepler-604 b,CANDIDATE
3230,7445445,K00567.01,Kepler-184 b,CANDIDATE
3231,7445445,K00567.02,Kepler-184 c,CANDIDATE
3232,8397947,K04772.03,,FALSE POSITIVE
3233,5351250,K00408.02,Kepler-150 d,CANDIDATE
3234,5351250,K00408.03,Kepler-150 e,CANDIDATE
3235,6850504,K00070.02,Kepler-20 b,CANDIDATE
3236,5351250,K00408.04,Kepler-150 b,CANDIDATE
3237,5444548,K00409.01,Kepler-545 b,CANDIDATE
3238,10187017,K00082.06,,CANDIDATE
3239,8891318,K00465.01,,FALSE POSITIVE
3240,9008220,K00466.01,,FALSE POSITIVE
3241,9583881,K00467.01,Kepler-562 b,CANDIDATE
3242,9589524,K00468.01,Kepler-563 b,CANDIDATE
3243,9955262,K00076.01,,FALSE POSITIVE
3244,8019043,K06048.02,,FALSE POSITIVE
3245,10187017,K00082.05,Kepler-102 b,CANDIDATE
3246,6838050,K00512.01,Kepler-583 b,CANDIDATE
3247,6937692,K00513.01,Kepler-584 b,CANDIDATE
3248,7602070,K00514.01,,FALSE POSITIVE
3249,7812179,K00515.01,,FALSE POSITIVE
3250,1868404,K07625.01,,FALSE POSITIVE
3251,7445445,K00567.03,Kepler-184 d,CANDIDATE
3252,7595157,K00568.01,Kepler-605 b,CANDIDATE
3253,7595157,K00568.02,Kepler-605 c,CANDIDATE
3254,8008206,K00569.01,Kepler-185 c,CANDIDATE
3255,8008206,K00569.02,Kepler-185 b,CANDIDATE
3256,7906892,K04773.02,,CANDIDATE
3257,5449777,K00410.01,,FALSE POSITIVE
3258,5478055,K00411.01,,FALSE POSITIVE
3259,5683743,K00412.01,Kepler-546 b,CANDIDATE
3260,5791986,K00413.01,Kepler-151 b,CANDIDATE
3261,5791986,K00413.02,Kepler-151 c,CANDIDATE
3262,8320630,K04846.02,,CANDIDATE
3263,9703198,K00469.01,,CANDIDATE
3264,9844088,K00470.01,Kepler-564 b,CANDIDATE
3265,10019643,K00471.01,Kepler-163 c,CANDIDATE
3266,10019643,K00471.02,Kepler-163 b,CANDIDATE
3267,10123064,K00472.01,Kepler-565 b,CANDIDATE
3268,5653126,K06612.02,,FALSE POSITIVE
3269,7840044,K00516.01,,FALSE POSITIVE
3270,8015907,K00517.01,Kepler-585 b,CANDIDATE
3271,8017703,K00518.01,Kepler-174 b,CANDIDATE
3272,8017703,K00518.02,Kepler-174 c,CANDIDATE
3273,8017703,K00518.03,Kepler-174 d,CANDIDATE
3274,1995712,K07626.01,,FALSE POSITIVE
3275,8106610,K00570.01,,FALSE POSITIVE
3276,8056665,K00089.02,,CANDIDATE
3277,8120608,K00571.01,Kepler-186 c,CANDIDATE
3278,8120608,K00571.02,Kepler-186 d,CANDIDATE
3279,8120608,K00571.03,Kepler-186 b,CANDIDATE
3280,5872150,K00414.01,,FALSE POSITIVE
3281,5872150,K00414.02,,FALSE POSITIVE
3282,6289650,K00415.01,,CANDIDATE
3283,6850504,K00070.03,Kepler-20 d,CANDIDATE
3284,6508221,K00416.01,Kepler-152 b,CANDIDATE
3285,11135694,K04896.02,,CANDIDATE
3286,10155434,K00473.01,,CANDIDATE
3287,10460984,K00474.01,Kepler-164 c,CANDIDATE
3288,10460984,K00474.02,Kepler-164 d,CANDIDATE
3289,10460984,K00474.03,,CANDIDATE
3290,10460984,K00474.04,Kepler-164 b,CANDIDATE
3291,6436505,K06707.02,,FALSE POSITIVE
3292,8022244,K00519.01,Kepler-175 b,CANDIDATE
3293,2571238,K00084.01,Kepler-19 b,CANDIDATE
3294,8022244,K00519.02,Kepler-175 c,CANDIDATE
3295,8037145,K00520.01,Kepler-176 c,CANDIDATE
3296,8037145,K00520.02,Kepler-176 b,CANDIDATE
3297,2140389,K07627.01,,FALSE POSITIVE
3298,8193178,K00572.01,Kepler-187 c,CANDIDATE
3299,8193178,K00572.02,Kepler-187 b,CANDIDATE
3300,8344004,K00573.01,Kepler-188 c,CANDIDATE
3301,8344004,K00573.02,Kepler-188 b,CANDIDATE
3302,8355239,K00574.01,Kepler-189 c,CANDIDATE
3303,8216763,K04838.03,,CANDIDATE
3304,6508221,K00416.02,Kepler-152 c,CANDIDATE
3305,6879865,K00417.01,,FALSE POSITIVE
3306,7975727,K00418.01,,FALSE POSITIVE
3307,8219673,K00419.01,,FALSE POSITIVE
3308,8352537,K00420.01,Kepler-547 b,CANDIDATE
3309,3758499,K05007.02,,CANDIDATE
3310,3248033,K00006.01,,FALSE POSITIVE
3311,9552608,K00080.01,,FALSE POSITIVE
3312,10577994,K00475.01,Kepler-165 b,CANDIDATE
3313,10577994,K00475.02,Kepler-165 c,CANDIDATE
3314,10599206,K00476.01,Kepler-566 b,CANDIDATE
3315,10068383,K00725.01,,FALSE POSITIVE
3316,10157573,K00726.01,,CANDIDATE
3317,10191070,K00727.01,,FALSE POSITIVE
3318,10221013,K00728.01,,CANDIDATE
3319,10225800,K00729.01,,FALSE POSITIVE
3320,10227020,K00730.01,Kepler-223 d,CANDIDATE
3321,4563268,K00627.02,Kepler-625 c,CANDIDATE
3322,4644604,K00628.01,Kepler-626 b,CANDIDATE
3323,4656049,K00629.01,Kepler-627 b,CANDIDATE
3324,4659405,K00630.01,,FALSE POSITIVE
3325,7941635,K05449.02,,FALSE POSITIVE
3326,4742414,K00631.01,Kepler-628 b,CANDIDATE
3327,7619236,K00682.01,,CANDIDATE
3328,7630229,K00683.01,,CANDIDATE
3329,7730747,K00684.01,,CANDIDATE
3330,7764367,K00685.01,Kepler-644 b,CANDIDATE
3331,9024857,K07124.02,,FALSE POSITIVE
3332,7906882,K00686.01,,CANDIDATE
3333,7976520,K00687.01,,CANDIDATE
3334,10227020,K00730.02,Kepler-223 c,CANDIDATE
3335,10227020,K00730.03,Kepler-223 e,CANDIDATE
3336,6678383,K00111.03,Kepler-104 d,CANDIDATE
3337,2302997,K07630.01,,CANDIDATE
3338,10227020,K00730.04,Kepler-223 b,CANDIDATE
3339,10259031,K00731.01,,FALSE POSITIVE
3340,8505215,K00099.01,,CANDIDATE
3341,4827723,K00632.01,Kepler-629 b,CANDIDATE
3342,4841374,K00633.01,Kepler-630 b,CANDIDATE
3343,2708156,K06286.01,,FALSE POSITIVE
3344,4861736,K00634.01,,FALSE POSITIVE
3345,5020319,K00635.01,,CANDIDATE
3346,5090690,K00636.01,,FALSE POSITIVE
3347,8161561,K00688.01,Kepler-645 b,CANDIDATE
3348,8361905,K00689.01,Kepler-646 b,CANDIDATE
3349,12116489,K00547.03,,CANDIDATE
3350,8409588,K00690.01,,FALSE POSITIVE
3351,8480285,K00691.01,,CANDIDATE
3352,8480285,K00691.02,Kepler-647 b,CANDIDATE
3353,10265898,K00732.01,Kepler-656 b,CANDIDATE
3354,10265898,K00732.02,,CANDIDATE
3355,10265898,K00732.03,,CANDIDATE
3356,10271806,K00733.01,Kepler-224 c,CANDIDATE
3357,10271806,K00733.02,Kepler-224 d,CANDIDATE
3358,5098444,K00637.01,,FALSE POSITIVE
3359,5113822,K00638.01,Kepler-199 b,CANDIDATE
3360,5113822,K00638.02,Kepler-199 c,CANDIDATE
3361,5120087,K00639.01,Kepler-631 b,CANDIDATE
3362,5121511,K00640.01,Kepler-632 b,CANDIDATE
3363,8557374,K00692.01,Kepler-213 b,CANDIDATE
3364,8557374,K00692.02,Kepler-213 c,CANDIDATE
3365,8738735,K00693.01,Kepler-214 c,CANDIDATE
3366,8738735,K00693.02,Kepler-214 b,CANDIDATE
3367,8802165,K00694.01,Kepler-648 b,CANDIDATE
3368,10271806,K00733.03,Kepler-224 b,CANDIDATE
3369,10271806,K00733.04,Kepler-224 e,CANDIDATE
3370,5351250,K00408.05,,FALSE POSITIVE
3371,10272442,K00734.01,Kepler-657 b,CANDIDATE
3372,10984090,K00112.01,Kepler-466 b,CANDIDATE
3373,10272442,K00734.02,,CANDIDATE
3374,4055765,K00100.01,,CANDIDATE
3375,5131180,K00641.01,,CANDIDATE
